,index,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,County,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE_ozone,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
130,130,2017,91360,46,13.2,18+,Ventura,0.04646408839779006,45.56353591160221,8.929096045197737,35.79661016949152
131,131,2017,91360,71,17.7,All Ages,Ventura,0.04646408839779006,45.56353591160221,8.929096045197737,35.79661016949152
132,132,2017,91702,159,97.9,0-17,Los Angeles,0.05270000000000001,63.53888888888889,10.512389380530976,41.29203539823009
133,133,2017,91702,238,51.6,18+,Los Angeles,0.05270000000000001,63.53888888888889,10.512389380530976,41.29203539823009
134,134,2017,91702,397,63.5,All Ages,Los Angeles,0.05270000000000001,63.53888888888889,10.512389380530976,41.29203539823009
135,135,2017,91741,38,76.4,0-17,Los Angeles,0.052423728813559334,63.93502824858757,11.260457516339873,42.91830065359477
136,136,2017,91741,47,22.9,18+,Los Angeles,0.052423728813559334,63.93502824858757,11.260457516339873,42.91830065359477
137,137,2017,91741,85,36.7,All Ages,Los Angeles,0.052423728813559334,63.93502824858757,11.260457516339873,42.91830065359477
138,138,2017,91767,108,79.0,0-17,Los Angeles,0.04717142857142857,53.385714285714286,,
139,139,2017,91767,213,55.6,18+,Los Angeles,0.04717142857142857,53.385714285714286,,
140,140,2017,91767,321,61.6,All Ages,Los Angeles,0.04717142857142857,53.385714285714286,,
141,141,2017,91910,159,87.0,0-17,San Diego,0.03995156695156694,37.603988603988604,9.768124999999998,39.025
142,142,2017,91910,198,32.3,18+,San Diego,0.03995156695156694,37.603988603988604,9.768124999999998,39.025
143,143,2017,91910,357,46.4,All Ages,San Diego,0.03995156695156694,37.603988603988604,9.768124999999998,39.025
144,144,2017,92020,107,70.1,0-17,San Diego,0.04729512893982805,47.99426934097421,10.405491329479771,41.433526011560694
145,145,2017,92020,128,27.9,18+,San Diego,0.04729512893982805,47.99426934097421,10.405491329479771,41.433526011560694
146,146,2017,92020,235,38.8,All Ages,San Diego,0.04729512893982805,47.99426934097421,10.405491329479771,41.433526011560694
147,147,2017,92124,43,47.1,0-17,San Diego,0.04526376811594201,44.64927536231884,8.121610169491529,33.21610169491525
148,148,2017,92124,38,17.7,18+,San Diego,0.04526376811594201,44.64927536231884,8.121610169491529,33.21610169491525
149,149,2017,92124,81,25.3,All Ages,San Diego,0.04526376811594201,44.64927536231884,8.121610169491529,33.21610169491525
150,150,2017,92201,154,81.7,0-17,Riverside,0.05470441988950278,63.19613259668508,8.028440366972484,33.11009174311926
151,151,2017,92201,171,35.6,18+,Riverside,0.05470441988950278,63.19613259668508,8.028440366972484,33.11009174311926
152,152,2017,92201,325,47.5,All Ages,Riverside,0.05470441988950278,63.19613259668508,8.028440366972484,33.11009174311926
153,153,2017,92220,72,100.0,0-17,Riverside,0.057547222222222236,72.05277777777778,11.34387464387464,43.27635327635328
154,154,2017,92220,135,58.2,18+,Riverside,0.057547222222222236,72.05277777777778,11.34387464387464,43.27635327635328
155,155,2017,92220,207,69.0,All Ages,Riverside,0.057547222222222236,72.05277777777778,11.34387464387464,43.27635327635328
156,156,2017,92225,43,87.0,0-17,Riverside,0.037586419753086416,34.7962962962963,,
157,157,2017,92225,86,45.4,18+,Riverside,0.037586419753086416,34.7962962962963,,
158,158,2017,92225,129,56.1,All Ages,Riverside,0.037586419753086416,34.7962962962963,,
159,159,2017,92311,171,189.0,0-17,San Bernardino,0.04624207492795387,47.527377521613836,,
160,160,2017,92311,312,132.8,18+,San Bernardino,0.04624207492795387,47.527377521613836,,
161,161,2017,92311,483,147.3,All Ages,San Bernardino,0.04624207492795387,47.527377521613836,,
162,162,2017,92325,18,107.1,0-17,San Bernardino,0.0608655462184874,81.70588235294117,11.258333333333333,45.0625
163,163,2017,92325,41,63.0,18+,San Bernardino,0.0608655462184874,81.70588235294117,11.258333333333333,45.0625
164,164,2017,92325,59,74.4,All Ages,San Bernardino,0.0608655462184874,81.70588235294117,11.258333333333333,45.0625
165,165,2017,92335,247,75.1,0-17,San Bernardino,0.049318584070796444,58.29498525073746,12.371171171171175,47.126126126126124
166,166,2017,92335,271,36.8,18+,San Bernardino,0.049318584070796444,58.29498525073746,12.371171171171175,47.126126126126124
167,167,2017,92335,518,46.7,All Ages,San Bernardino,0.049318584070796444,58.29498525073746,12.371171171171175,47.126126126126124
168,168,2017,92345,157,68.0,0-17,San Bernardino,0.055176300578034715,66.95953757225433,,
169,169,2017,92345,237,40.2,18+,San Bernardino,0.055176300578034715,66.95953757225433,,
170,170,2017,92345,394,47.4,All Ages,San Bernardino,0.055176300578034715,66.95953757225433,,
171,171,2017,92371,12,30.0,0-17,San Bernardino,0.056943661971831074,69.91549295774648,,
172,172,2017,92371,43,34.3,18+,San Bernardino,0.056943661971831074,69.91549295774648,,
173,173,2017,92371,55,33.2,All Ages,San Bernardino,0.056943661971831074,69.91549295774648,,
174,174,2017,92374,67,67.2,0-17,San Bernardino,0.06036768802228416,81.74651810584959,,
175,175,2017,92374,135,40.1,18+,San Bernardino,0.06036768802228416,81.74651810584959,,
176,176,2017,92374,202,47.1,All Ages,San Bernardino,0.06036768802228416,81.74651810584959,,
177,177,2017,92392,197,117.0,0-17,San Bernardino,0.04873823529411767,51.944117647058825,8.551812688821753,34.70694864048338
178,178,2017,92392,216,52.6,18+,San Bernardino,0.04873823529411767,51.944117647058825,8.551812688821753,34.70694864048338
179,179,2017,92392,413,69.2,All Ages,San Bernardino,0.04873823529411767,51.944117647058825,8.551812688821753,34.70694864048338
180,180,2017,92509,134,58.1,0-17,Riverside,0.055044692737430206,69.60893854748603,13.393342644320297,49.194134078212294
181,181,2017,92509,225,38.1,18+,Riverside,0.055044692737430206,69.60893854748603,13.393342644320297,49.194134078212294
182,182,2017,92509,359,43.3,All Ages,Riverside,0.055044692737430206,69.60893854748603,13.393342644320297,49.194134078212294
183,183,2017,92530,113,71.3,0-17,Riverside,0.05393083573487036,63.363112391930834,11.302339181286557,43.80994152046784
184,184,2017,92530,183,46.5,18+,Riverside,0.05393083573487036,63.363112391930834,11.302339181286557,43.80994152046784
185,185,2017,92530,296,52.9,All Ages,Riverside,0.05393083573487036,63.363112391930834,11.302339181286557,43.80994152046784
186,186,2017,92570,121,68.7,0-17,Riverside,0.05370441988950276,66.23480662983425,,
187,187,2017,92570,165,39.0,18+,Riverside,0.05370441988950276,66.23480662983425,,
188,188,2017,92570,286,46.7,All Ages,Riverside,0.05370441988950276,66.23480662983425,,
189,189,2017,92592,112,53.0,0-17,Riverside,0.046544692737430185,46.564245810055866,6.864420803782507,28.510047281323875
190,190,2017,92592,104,18.2,18+,Riverside,0.046544692737430185,46.564245810055866,6.864420803782507,28.510047281323875
191,191,2017,92592,216,27.2,All Ages,Riverside,0.046544692737430185,46.564245810055866,6.864420803782507,28.510047281323875
192,192,2017,92626,38,40.5,0-17,Orange,0.047463276836158204,46.71186440677966,,
193,193,2017,92626,98,22.8,18+,Orange,0.047463276836158204,46.71186440677966,,
194,194,2017,92626,136,27.4,All Ages,Orange,0.047463276836158204,46.71186440677966,,
195,195,2017,92691,26,28.0,0-17,Orange,0.04890476190476194,51.977591036414566,8.135779816513764,33.53211009174312
196,196,2017,92691,72,19.4,18+,Orange,0.04890476190476194,51.977591036414566,8.135779816513764,33.53211009174312
197,197,2017,92691,98,21.6,All Ages,Orange,0.04890476190476194,51.977591036414566,8.135779816513764,33.53211009174312
198,198,2017,92802,97,76.3,0-17,Orange,0.04202272727272726,40.96590909090909,12.347490530303036,46.56178977272727
199,199,2017,92802,102,29.7,18+,Orange,0.04202272727272726,40.96590909090909,12.347490530303036,46.56178977272727
200,200,2017,92802,199,41.7,All Ages,Orange,0.04202272727272726,40.96590909090909,12.347490530303036,46.56178977272727
201,201,2017,93036,81,60.5,0-17,Ventura,0.042134986225895295,39.79614325068871,9.29132947976879,36.54913294797688
202,202,2017,93036,81,23.4,18+,Ventura,0.042134986225895295,39.79614325068871,9.29132947976879,36.54913294797688
203,203,2017,93036,162,33.0,All Ages,Ventura,0.042134986225895295,39.79614325068871,9.29132947976879,36.54913294797688
204,204,2017,93063,70,56.6,0-17,Ventura,0.050049450549450605,53.04945054945055,8.920054945054952,35.22115384615385
205,205,2017,93063,183,42.5,18+,Ventura,0.050049450549450605,53.04945054945055,8.920054945054952,35.22115384615385
206,206,2017,93063,253,46.2,All Ages,Ventura,0.050049450549450605,53.04945054945055,8.920054945054952,35.22115384615385
207,207,2017,93535,449,193.3,0-17,Los Angeles,0.051091690544412635,58.04011461318051,7.2529585798816605,29.857988165680474
208,208,2017,93535,609,113.7,18+,Los Angeles,0.051091690544412635,58.04011461318051,7.2529585798816605,29.857988165680474
209,209,2017,93535,1058,134.2,All Ages,Los Angeles,0.051091690544412635,58.04011461318051,7.2529585798816605,29.857988165680474
210,210,2017,90293,12,12.3,18+,Los Angeles,0.0420808383233533,40.02694610778443,,
211,211,2017,90293,19,25.9,All Ages,Los Angeles,0.0420808383233533,40.02694610778443,,
212,212,2017,91901,22,16.7,18+,San Diego,0.054846368715083874,62.726256983240226,7.160960960960962,29.7027027027027
213,213,2017,91901,32,19.5,All Ages,San Diego,0.054846368715083874,62.726256983240226,7.160960960960962,29.7027027027027
214,214,2017,92230,35,156.1,18+,Riverside,0.058594285714285786,74.90857142857143,10.011206896551718,38.60919540229885
215,215,2017,92230,49,160.4,All Ages,Riverside,0.058594285714285786,74.90857142857143,10.011206896551718,38.60919540229885
216,216,2017,93023,79,52.9,18+,Ventura,0.04676966292134829,46.62078651685393,8.908831908831909,32.52136752136752
217,217,2017,93023,90,46.4,All Ages,Ventura,0.04676966292134829,46.62078651685393,8.908831908831909,32.52136752136752
218,218,2017,92401,41,234.0,All Ages,San Bernardino,0.059285318559556786,80.3157894736842,11.539473684210527,44.53508771929825
219,219,2016,90012,18,54.7,0-17,Los Angeles,0.041294943820224736,40.22752808988764,13.331975655430712,49.774157303370785
220,220,2016,90012,55,16.1,18+,Los Angeles,0.041294943820224736,40.22752808988764,13.331975655430712,49.774157303370785
221,221,2016,90012,73,26.1,All Ages,Los Angeles,0.041294943820224736,40.22752808988764,13.331975655430712,49.774157303370785
222,222,2016,90221,209,116.3,0-17,Los Angeles,0.039125698324022316,37.02513966480447,11.007017543859654,42.6578947368421
223,223,2016,90221,247,63.9,18+,Los Angeles,0.039125698324022316,37.02513966480447,11.007017543859654,42.6578947368421
224,224,2016,90221,456,77.4,All Ages,Los Angeles,0.039125698324022316,37.02513966480447,11.007017543859654,42.6578947368421
225,225,2016,90660,115,72.1,0-17,Los Angeles,0.040785294117647045,40.09705882352941,11.667567567567563,45.468468468468465
226,226,2016,90660,177,36.1,18+,Los Angeles,0.040785294117647045,40.09705882352941,11.667567567567563,45.468468468468465
227,227,2016,90660,292,45.4,All Ages,Los Angeles,0.040785294117647045,40.09705882352941,11.667567567567563,45.468468468468465
228,228,2016,90810,107,105.6,0-17,Los Angeles,0.03349582172701951,31.03899721448468,,
229,229,2016,90810,123,43.9,18+,Los Angeles,0.03349582172701951,31.03899721448468,,
230,230,2016,90810,230,59.8,All Ages,Los Angeles,0.03349582172701951,31.03899721448468,,
231,231,2016,91106,14,35.4,0-17,Los Angeles,0.046037249283667654,48.91404011461318,9.700900900900903,38.45945945945946
232,232,2016,91106,36,18.1,18+,Los Angeles,0.046037249283667654,48.91404011461318,9.700900900900903,38.45945945945946
233,233,2016,91106,50,22.6,All Ages,Los Angeles,0.046037249283667654,48.91404011461318,9.700900900900903,38.45945945945946
234,234,2016,91321,70,77.5,0-17,Los Angeles,0.05307282913165267,62.47899159663866,9.344101123595511,35.8876404494382
235,235,2016,91321,76,28.0,18+,Los Angeles,0.05307282913165267,62.47899159663866,9.344101123595511,35.8876404494382
236,236,2016,91321,146,40.7,All Ages,Los Angeles,0.05307282913165267,62.47899159663866,9.344101123595511,35.8876404494382
237,237,2016,91335,179,103.9,0-17,Los Angeles,0.05029512893982807,54.63896848137536,15.645639534883713,55.28924418604651
238,238,2016,91335,356,59.0,18+,Los Angeles,0.05029512893982807,54.63896848137536,15.645639534883713,55.28924418604651
239,239,2016,91335,535,70.6,All Ages,Los Angeles,0.05029512893982807,54.63896848137536,15.645639534883713,55.28924418604651
240,240,2016,91360,36,42.5,0-17,Ventura,0.04494505494505497,42.760989010989015,9.59249999999999,38.233333333333334
241,241,2016,91360,54,16.6,18+,Ventura,0.04494505494505497,42.760989010989015,9.59249999999999,38.233333333333334
242,242,2016,91360,90,23.3,All Ages,Ventura,0.04494505494505497,42.760989010989015,9.59249999999999,38.233333333333334
243,243,2016,91702,171,104.1,0-17,Los Angeles,0.048778089887640465,55.342696629213485,10.14916666666667,39.68333333333333
244,244,2016,91702,206,43.6,18+,Los Angeles,0.048778089887640465,55.342696629213485,10.14916666666667,39.68333333333333
245,245,2016,91702,377,59.2,All Ages,Los Angeles,0.048778089887640465,55.342696629213485,10.14916666666667,39.68333333333333
246,246,2016,91741,32,62.9,0-17,Los Angeles,0.05054545454545457,59.70170454545455,10.582621082621085,41.23361823361823
247,247,2016,91741,48,25.1,18+,Los Angeles,0.05054545454545457,59.70170454545455,10.582621082621085,41.23361823361823
248,248,2016,91741,80,34.9,All Ages,Los Angeles,0.05054545454545457,59.70170454545455,10.582621082621085,41.23361823361823
249,249,2016,91767,140,106.1,0-17,Los Angeles,0.04596600566572242,50.314447592067985,,
250,250,2016,91767,233,63.9,18+,Los Angeles,0.04596600566572242,50.314447592067985,,
251,251,2016,91767,373,74.8,All Ages,Los Angeles,0.04596600566572242,50.314447592067985,,
252,252,2016,91901,15,42.8,0-17,San Diego,0.05352367688022283,59.32311977715877,7.305187319884722,29.864553314121036
253,253,2016,91901,18,13.6,18+,San Diego,0.05352367688022283,59.32311977715877,7.305187319884722,29.864553314121036
254,254,2016,91901,33,21.1,All Ages,San Diego,0.05352367688022283,59.32311977715877,7.305187319884722,29.864553314121036
255,255,2016,91910,133,72.4,0-17,San Diego,0.03970752089136487,37.17270194986072,8.696581196581196,35.48717948717949
256,256,2016,91910,175,28.7,18+,San Diego,0.03970752089136487,37.17270194986072,8.696581196581196,35.48717948717949
257,257,2016,91910,308,40.0,All Ages,San Diego,0.03970752089136487,37.17270194986072,8.696581196581196,35.48717948717949
258,258,2016,92020,98,65.2,0-17,San Diego,0.04524161073825502,43.81208053691275,12.110738255033562,47.22818791946309
259,259,2016,92020,119,25.7,18+,San Diego,0.04524161073825502,43.81208053691275,12.110738255033562,47.22818791946309
260,260,2016,92020,217,35.9,All Ages,San Diego,0.04524161073825502,43.81208053691275,12.110738255033562,47.22818791946309
261,261,2016,92113,244,150.4,0-17,San Diego,0.03850853242320817,35.88054607508533,10.079720279720279,40.57342657342657
262,262,2016,92113,230,62.8,18+,San Diego,0.03850853242320817,35.88054607508533,10.079720279720279,40.57342657342657
263,263,2016,92113,474,85.4,All Ages,San Diego,0.03850853242320817,35.88054607508533,10.079720279720279,40.57342657342657
264,264,2016,92124,46,48.7,0-17,San Diego,0.04367159763313608,41.97337278106509,7.635294117647059,31.668067226890756
265,265,2016,92124,15,8.7,18+,San Diego,0.04367159763313608,41.97337278106509,7.635294117647059,31.668067226890756
266,266,2016,92124,61,19.0,All Ages,San Diego,0.04367159763313608,41.97337278106509,7.635294117647059,31.668067226890756
267,267,2016,92201,141,75.8,0-17,Riverside,0.051242236024844734,56.32919254658385,7.516831683168316,30.89108910891089
268,268,2016,92201,137,30.2,18+,Riverside,0.051242236024844734,56.32919254658385,7.516831683168316,30.89108910891089
269,269,2016,92201,278,41.9,All Ages,Riverside,0.051242236024844734,56.32919254658385,7.516831683168316,30.89108910891089
270,270,2016,92220,120,167.2,0-17,Riverside,0.053997101449275386,63.40869565217391,9.85217391304347,37.00931677018634
271,271,2016,92220,141,65.8,18+,Riverside,0.053997101449275386,63.40869565217391,9.85217391304347,37.00931677018634
272,272,2016,92220,261,92.0,All Ages,Riverside,0.053997101449275386,63.40869565217391,9.85217391304347,37.00931677018634
273,273,2016,92225,62,125.7,0-17,Riverside,0.04083763837638377,37.96678966789668,,
274,274,2016,92225,92,46.8,18+,Riverside,0.04083763837638377,37.96678966789668,,
275,275,2016,92225,154,67.1,All Ages,Riverside,0.04083763837638377,37.96678966789668,,
276,276,2016,92311,198,216.4,0-17,San Bernardino,0.048863128491620146,53.072625698324025,,
277,277,2016,92311,368,161.6,18+,San Bernardino,0.048863128491620146,53.072625698324025,,
278,278,2016,92311,566,175.7,All Ages,San Bernardino,0.048863128491620146,53.072625698324025,,
279,279,2016,92325,14,87.6,0-17,San Bernardino,0.05859722222222217,77.21388888888889,6.828160919540232,27.74712643678161
280,280,2016,92325,34,52.6,18+,San Bernardino,0.05859722222222217,77.21388888888889,6.828160919540232,27.74712643678161
281,281,2016,92325,48,61.6,All Ages,San Bernardino,0.05859722222222217,77.21388888888889,6.828160919540232,27.74712643678161
282,282,2016,92335,232,71.5,0-17,San Bernardino,0.049979885057471286,59.93103448275862,12.58783783783784,47.2027027027027
283,283,2016,92335,289,41.2,18+,San Bernardino,0.049979885057471286,59.93103448275862,12.58783783783784,47.2027027027027
284,284,2016,92335,521,49.0,All Ages,San Bernardino,0.049979885057471286,59.93103448275862,12.58783783783784,47.2027027027027
285,285,2016,92345,173,75.2,0-17,San Bernardino,0.05429120879120879,65.34615384615384,,
286,286,2016,92345,229,39.2,18+,San Bernardino,0.05429120879120879,65.34615384615384,,
287,287,2016,92345,402,48.4,All Ages,San Bernardino,0.05429120879120879,65.34615384615384,,
288,288,2016,92371,12,29.7,0-17,San Bernardino,0.05333426183844012,61.986072423398326,,
289,289,2016,92371,50,39.9,18+,San Bernardino,0.05333426183844012,61.986072423398326,,
