,Zip_Code,City,Income,Year,ED_Visits,Asthma Age Adj Rate,County,Daily Max 8hr Ozone,Daily AQI Ozone,Daily Mean PM2.5,DAILY_AQI_VALUE
70,92220,Banning,31574.14815,2017,207,69.0,Riverside,0.057547222222222236,72.05277777777778,11.34387464387464,43.276353276353284
71,92220,Banning,31574.14815,2016,261,92.0,Riverside,0.05399710144927538,63.40869565217391,9.85217391304347,37.009316770186345
72,92220,Banning,31574.14815,2015,200,72.3,Riverside,0.05291091954022992,60.56609195402299,9.250310559006207,36.046583850931675
73,92225,Blythe,45385.0,2018,117,52.9,Riverside,0.0391070422535211,36.323943661971825,9.891253644314869,38.71508379888268
74,92225,Blythe,45385.0,2017,129,56.1,Riverside,0.037586419753086416,34.7962962962963,9.891253644314869,38.71508379888268
75,92225,Blythe,45385.0,2016,154,67.1,Riverside,0.04083763837638377,37.966789667896684,9.891253644314869,38.71508379888268
76,92225,Blythe,45385.0,2015,146,63.2,Riverside,0.03874137931034482,36.96264367816092,9.891253644314869,38.71508379888268
77,92230,Cabazon,45385.0,2018,29,97.9,Riverside,0.056130681818181836,67.77556818181819,8.643274853801174,33.81578947368421
78,92230,Cabazon,45385.0,2017,49,160.4,Riverside,0.058594285714285786,74.90857142857143,10.011206896551716,38.60919540229885
79,92230,Cabazon,45385.0,2016,37,117.1,Riverside,0.05683227848101266,69.28481012658227,10.250999999999992,39.53
80,92230,Cabazon,45385.0,2015,17,54.6,Riverside,0.05522822822822823,66.06306306306307,9.85825688073394,37.944954128440365
81,92509,Riverside,23657.25904,2018,324,39.7,Riverside,0.05203399433427765,62.169971671388105,12.978977272727274,48.137310606060616
82,92509,Riverside,23657.25904,2017,359,43.3,Riverside,0.055044692737430206,69.60893854748603,13.393342644320295,49.19413407821229
83,92509,Riverside,23657.25904,2016,366,44.2,Riverside,0.05323563218390805,65.55172413793103,13.460090996168585,49.33395593869731
84,92509,Riverside,23657.25904,2015,416,51.0,Riverside,0.05187572254335262,61.956647398843934,13.683951690821251,49.73574879227056
85,92530,Lake Elsinore,49857.18062,2018,280,47.2,Riverside,0.05137175792507204,56.801152737752155,6.829881656804732,27.57692307692308
86,92530,Lake Elsinore,49857.18062,2017,296,52.9,Riverside,0.05393083573487036,63.36311239193083,11.302339181286554,43.809941520467845
87,92530,Lake Elsinore,49857.18062,2016,253,45.8,Riverside,0.05297667638483966,60.56851311953353,9.891253644314869,38.8396501457726
88,92530,Lake Elsinore,49857.18062,2015,283,45.6,Riverside,0.0524323529411765,59.15,10.619292604501602,41.58842443729903
89,92570,Perris,56882.94737,2018,283,46.9,Riverside,0.05432033426183845,66.43454038997214,9.891253644314869,38.71508379888268
90,92570,Perris,56882.94737,2017,286,46.7,Riverside,0.05370441988950276,66.23480662983425,9.891253644314869,38.71508379888268
91,92570,Perris,56882.94737,2016,285,48.4,Riverside,0.05103013698630137,59.841095890410955,9.891253644314869,38.71508379888268
92,92570,Perris,56882.94737,2015,269,46.8,Riverside,0.05081267217630853,59.0633608815427,9.891253644314869,38.71508379888268
93,92592,Temecula,88412.28637,2018,197,25.1,Riverside,0.04758412698412697,47.10793650793651,6.583582089552237,26.234452736318413
94,92592,Temecula,88412.28637,2017,216,27.2,Riverside,0.04654469273743018,46.56424581005586,6.864420803782508,28.510047281323878
95,92592,Temecula,88412.28637,2016,215,27.6,Riverside,0.04450621118012422,43.06521739130435,8.816934619506963,35.840300107181136
96,92592,Temecula,88412.28637,2015,196,24.9,Riverside,0.04499574468085105,43.948936170212775,10.583045977011489,42.3426724137931
97,92626,Costa Mesa,54257.80952,2017,136,27.4,Orange,0.047463276836158204,46.711864406779654,9.891253644314869,38.71508379888268
98,92626,Costa Mesa,54257.80952,2016,109,23.0,Orange,0.04382697947214072,42.002932551319645,9.891253644314869,38.71508379888268
99,92626,Costa Mesa,54257.80952,2015,143,31.3,Orange,0.04390419161676644,42.36826347305389,9.891253644314869,38.71508379888268
100,92691,Mission Viejo,93953.62077,2018,86,18.2,Orange,0.04686968838526915,46.580736543909346,8.225471698113205,33.33962264150944
101,92691,Mission Viejo,93953.62077,2017,98,21.6,Orange,0.04890476190476194,51.977591036414566,8.135779816513764,33.53211009174312
102,92691,Mission Viejo,93953.62077,2016,74,16.0,Orange,0.04736414565826333,48.62464985994398,7.256521739130433,29.878260869565214
103,92691,Mission Viejo,93953.62077,2015,117,24.2,Orange,0.04545797101449277,45.48695652173913,6.991071428571429,28.401785714285715
104,92802,Anaheim,43649.56395,2018,200,43.0,Orange,0.041163434903047066,38.936288088642655,11.739889196675891,44.23545706371191
105,92802,Anaheim,43649.56395,2017,199,41.7,Orange,0.04202272727272726,40.96590909090909,12.347490530303034,46.56178977272727
106,92802,Anaheim,43649.56395,2016,209,44.4,Orange,0.04093659942363111,39.31412103746398,11.13314065510597,43.1218689788054
107,92802,Anaheim,43649.56395,2015,205,45.4,Orange,0.04014245014245015,38.24216524216524,12.58755935422602,47.11870845204178
108,93023,Ojai,44334.57198,2018,41,20.7,Ventura,0.045683473389355744,44.282913165266116,10.16943620178041,40.97922848664688
109,93023,Ojai,44334.57198,2017,90,46.4,Ventura,0.046769662921348286,46.62078651685393,8.908831908831909,32.52136752136752
110,93023,Ojai,44334.57198,2016,57,30.7,Ventura,0.0458694444444444,44.852777777777774,9.160119047619046,37.601190476190474
111,93023,Ojai,44334.57198,2015,48,22.6,Ventura,0.04748595505617978,47.86516853932585,6.2831908831908825,26.10826210826211
112,93036,Oxnard,41539.15282,2018,168,33.4,Ventura,0.03980277777777778,36.93888888888889,8.335362318840575,33.28985507246377
113,93036,Oxnard,41539.15282,2017,162,33.0,Ventura,0.042134986225895295,39.79614325068871,9.29132947976879,36.54913294797689
114,93036,Oxnard,41539.15282,2016,204,42.1,Ventura,0.04025484764542933,37.64542936288089,8.172753623188406,33.61449275362319
115,93036,Oxnard,41539.15282,2015,162,33.9,Ventura,0.04067409470752089,37.930362116991645,9.596327683615804,38.11864406779661
116,93063,Simi Valley,73231.89409,2018,207,37.9,Ventura,0.049180055401662086,51.21606648199446,8.466853932584273,33.68539325842696
117,93063,Simi Valley,73231.89409,2017,253,46.2,Ventura,0.050049450549450605,53.04945054945055,8.920054945054954,35.221153846153854
118,93063,Simi Valley,73231.89409,2016,186,34.4,Ventura,0.048277008310249316,49.21883656509695,8.61925207756233,34.18421052631579
119,93063,Simi Valley,73231.89409,2015,193,37.3,Ventura,0.048707988980716266,50.39944903581267,8.90434173669468,35.028011204481786
120,93535,Lancaster,22064.93431,2018,857,108.7,Los Angeles,0.05184900284900276,59.46153846153846,7.262427745664733,29.54624277456648
121,93535,Lancaster,22064.93431,2017,1058,134.2,Los Angeles,0.051091690544412635,58.040114613180506,7.2529585798816605,29.857988165680474
122,93535,Lancaster,22064.93431,2016,1022,131.2,Los Angeles,0.05298563218390807,61.879310344827594,7.570588235294113,30.670588235294122
123,93535,Lancaster,22064.93431,2015,926,119.8,Los Angeles,0.055594366197183116,68.96619718309859,9.891253644314869,38.71508379888268
